MeterID,Zone,ConsumerType,Date,EnergyConsumed_kWh,PeakUsage_kWh,OutageMinutes,MeterStatus,TariffRate
MTR0666,North,Residential,2025-04-29,245,54.92,83,Active,6.78
MTR0667,West,Industrial,2025-12-23,993,173.51,16,Faulty,6.65
MTR0668,Central,Residential,2025-09-05,173,31.76,58,Faulty,8.83
MTR0669,South,Industrial,2025-10-02,678,101.04,14,Active,6.72
MTR0670,South,Commercial,2025-05-14,328,78.65,44,Active,7.64
MTR0671,South,Industrial,2025-06-04,957,247.22,58,Faulty,5.59
MTR0672,West,Industrial,2025-06-19,1002,295.12,96,Faulty,8.52
MTR0673,South,Industrial,2025-08-15,975,141.47,70,Active,4.67
MTR0674,West,Residential,2025-08-17,158,36.26,24,Active,6.06
MTR0675,Central,Residential,2025-01-12,92,27.2,50,Active,6.72
MTR0676,West,Industrial,2025-01-29,905,225.23,54,Active,7.11
MTR0677,Central,Commercial,2025-06-29,469,74.49,113,Active,11.45
MTR0678,East,Commercial,2025-03-25,453,66.07,38,Active,10.57
MTR0679,Central,Residential,2025-10-30,208,48.88,34,Active,8.39
MTR0680,West,Residential,2025-04-13,177,36.87,105,Active,10.34
MTR0681,Central,Commercial,2025-10-14,344,50.82,38,Faulty,10.34
MTR0682,East,Residential,2025-12-01,252,52.55,88,Active,4.7
MTR0683,Central,Commercial,2025-02-04,476,105.58,111,Active,9.3
MTR0684,North,Commercial,2025-09-20,258,57.97,18,Active,10.65
MTR0685,South,Commercial,2025-03-25,422,98.97,45,Active,6.54
MTR0686,North,Industrial,2025-04-10,597,130.07,111,Active,10.41
MTR0687,Central,Commercial,2025-12-17,324,86.9,1,Active,6.47
MTR0688,East,Commercial,2025-06-24,301,63.39,106,Active,10.78
MTR0689,West,Industrial,2025-09-27,649,131.67,9,Active,5.42
MTR0690,North,Commercial,2025-06-28,471,131.95,76,Active,11.29
MTR0691,South,Industrial,2025-06-05,723,198.27,18,Active,6.65
MTR0692,South,Residential,2025-02-10,170,44.11,96,Active,5.87
MTR0693,North,Industrial,2025-09-20,975,276.45,5,Active,9.17
MTR0694,North,Residential,2025-11-05,135,32.5,3,Active,10.42
MTR0695,Central,Industrial,2025-06-28,1022,215.52,8,Active,8.55
MTR0696,North,Industrial,2025-04-22,723,87.32,92,Active,6.0
MTR0697,West,Industrial,2025-09-01,725,174.9,13,Active,6.98
MTR0698,East,Commercial,2025-04-20,360,92.54,40,Active,5.27
MTR0699,South,Commercial,2025-07-04,525,94.01,14,Active,7.7
MTR0700,Central,Industrial,2025-08-16,934,277.67,54,Active,4.99
MTR0701,East,Industrial,2025-07-08,1232,296.88,50,Active,9.11
MTR0702,North,Residential,2025-03-15,174,44.1,114,Faulty,4.95
MTR0703,South,Commercial,2025-04-13,465,125.95,92,Active,9.85
MTR0704,West,Industrial,2025-05-20,904,216.96,51,Faulty,8.08
MTR0705,South,Commercial,2025-02-25,421,68.01,120,Active,5.2
MTR0706,North,Residential,2025-09-13,107,15.78,79,Active,9.82
MTR0707,West,Commercial,2025-08-27,443,92.25,33,Active,10.17
MTR0708,West,Industrial,2025-01-10,650,130.66,109,Active,7.72
MTR0709,North,Residential,2025-10-13,290,57.28,39,Active,7.91
MTR0710,North,Industrial,2025-12-12,1116,248.87,60,Active,5.59
MTR0711,North,Commercial,2025-05-15,577,148.85,36,Active,4.7
MTR0712,North,Residential,2025-07-07,192,36.19,54,Active,7.0
MTR0713,Central,Residential,2025-12-05,161,36.49,116,Active,10.58
MTR0714,North,Commercial,2025-03-28,509,103.31,110,Active,8.1
MTR0715,East,Commercial,2025-01-11,571,107.34,49,Active,5.18
MTR0716,East,Residential,2025-12-20,176,46.83,85,Active,8.8
MTR0717,Central,Commercial,2025-04-14,623,98.77,33,Active,11.47
MTR0718,East,Residential,2025-11-16,126,21.32,72,Active,7.83
MTR0719,South,Commercial,2025-02-09,422,83.52,69,Active,7.4
MTR0720,Central,Industrial,2025-09-21,1063,296.11,80,Active,10.54
MTR0721,West,Commercial,2025-04-20,537,142.63,109,Active,7.54
MTR0722,West,Industrial,2025-11-17,731,148.57,30,Active,9.3
MTR0723,Central,Commercial,2025-07-30,288,78.41,34,Active,9.02
MTR0724,Central,Industrial,2025-11-04,738,108.48,3,Active,10.29
MTR0725,East,Commercial,2025-10-14,450,70.36,34,Active,6.31
MTR0726,Central,Industrial,2025-10-09,585,152.57,7,Faulty,5.09
MTR0727,West,Commercial,2025-02-02,427,81.75,107,Active,5.48
MTR0728,North,Industrial,2025-09-14,1227,202.85,113,Active,8.7
MTR0729,Central,Commercial,2025-10-27,377,55.03,22,Active,6.42
MTR0730,East,Commercial,2025-10-29,528,129.85,14,Active,7.47
MTR0731,South,Commercial,2025-03-16,512,63.38,115,Active,10.39
MTR0732,North,Industrial,2025-12-10,1094,192.18,89,Active,10.19
MTR0733,North,Industrial,2025-05-02,538,154.38,117,Active,5.13
MTR0734,South,Commercial,2025-04-18,494,137.48,98,Active,10.03
MTR0735,Central,Residential,2025-09-09,234,65.01,104,Active,5.62
MTR0736,Central,Industrial,2025-02-03,1166,294.77,58,Active,9.83
MTR0737,South,Industrial,2025-08-16,534,83.31,39,Active,5.08
MTR0738,South,Residential,2025-09-22,278,73.02,40,Active,10.61
MTR0739,South,Commercial,2025-03-30,422,57.05,47,Active,10.63
MTR0740,West,Residential,2025-01-11,94,26.62,59,Active,9.41
MTR0741,South,Residential,2025-07-25,251,36.86,47,Active,8.47
MTR0742,North,Industrial,2025-09-27,1232,174.12,91,Active,11.12
MTR0743,Central,Commercial,2025-09-11,322,73.42,105,Active,9.24
MTR0744,East,Residential,2025-07-29,130,21.11,57,Faulty,7.09
MTR0745,East,Residential,2025-01-06,230,56.04,91,Active,7.46
MTR0746,West,Commercial,2025-02-07,521,93.74,30,Active,6.98
MTR0747,West,Industrial,2025-11-03,803,185.93,38,Faulty,9.2
MTR0748,South,Industrial,2025-01-22,767,161.59,119,Active,7.78
MTR0749,North,Commercial,2025-12-30,484,68.26,5,Faulty,7.99
MTR0750,Central,Industrial,2025-07-04,782,166.61,55,Faulty,6.71
MTR0751,East,Residential,2025-10-12,234,36.04,6,Active,4.75
MTR0752,Central,Residential,2025-12-28,242,30.82,45,Faulty,8.43
MTR0753,East,Commercial,2025-02-27,304,47.63,36,Active,5.68
MTR0754,West,Commercial,2025-10-16,529,113.57,73,Active,10.94
MTR0755,South,Commercial,2025-12-13,434,105.3,87,Active,7.11
MTR0756,North,Commercial,2025-03-20,332,66.97,34,Active,4.54
MTR0757,North,Industrial,2025-11-15,1078,170.37,6,Active,6.48
MTR0758,North,Industrial,2025-02-06,881,168.97,22,Active,9.9
MTR0759,East,Residential,2025-01-11,164,28.09,96,Faulty,5.58
MTR0760,Central,Commercial,2025-08-10,596,110.04,12,Active,8.09
MTR0761,East,Commercial,2025-07-18,421,57.36,54,Active,8.8
MTR0762,East,Industrial,2025-08-07,1048,309.36,86,Active,9.3
MTR0763,South,Commercial,2025-09-27,571,98.4,55,Active,10.11
MTR0764,Central,Residential,2025-03-07,190,32.91,6,Active,10.92
MTR0765,West,Residential,2025-09-19,227,54.24,72,Active,6.99
MTR0766,West,Residential,2025-09-15,123,18.74,23,Active,4.82
MTR0767,East,Industrial,2025-06-02,1002,232.75,33,Active,10.93
MTR0768,South,Residential,2025-04-05,93,18.42,2,Active,5.32
MTR0769,South,Industrial,2025-09-02,1215,212.02,104,Faulty,7.03
MTR0770,East,Commercial,2025-02-14,323,45.27,2,Active,5.82
MTR0771,North,Residential,2025-09-04,256,50.8,80,Faulty,8.27
MTR0772,North,Commercial,2025-08-26,474,66.82,115,Active,9.42
MTR0773,East,Commercial,2025-01-11,554,95.88,106,Active,4.86
MTR0774,North,Residential,2025-11-19,240,71.96,4,Active,7.9
MTR0775,West,Industrial,2025-11-10,609,75.16,73,Active,4.94
MTR0776,East,Commercial,2025-03-01,592,118.81,55,Active,6.52
MTR0777,South,Commercial,2025-06-26,376,84.89,87,Active,8.71
MTR0778,East,Residential,2025-05-31,205,53.97,102,Faulty,5.63
MTR0779,South,Commercial,2025-12-20,587,88.75,20,Active,5.21
MTR0780,East,Commercial,2025-06-05,343,102.85,45,Faulty,7.0
MTR0781,South,Residential,2025-09-15,123,17.28,29,Active,6.07
MTR0782,Central,Commercial,2025-07-01,534,146.11,111,Active,9.19
MTR0783,North,Commercial,2025-08-23,297,79.67,5,Active,5.67
MTR0784,North,Residential,2025-07-05,164,34.39,111,Active,9.03
MTR0785,Central,Residential,2025-03-04,111,18.22,103,Active,6.51
MTR0786,South,Residential,2025-05-17,186,27.4,96,Active,10.01
MTR0787,South,Commercial,2025-07-31,510,147.84,56,Active,4.57
MTR0788,West,Residential,2025-02-13,167,33.09,50,Active,9.12
MTR0789,South,Industrial,2025-01-30,1049,205.05,113,Active,8.38
MTR0790,Central,Industrial,2025-06-10,833,191.48,18,Active,7.62
MTR0791,South,Industrial,2025-11-16,976,273.07,100,Active,9.93
MTR0792,Central,Residential,2025-01-19,213,45.51,69,Active,5.15
MTR0793,West,Commercial,2025-09-24,557,69.64,101,Active,6.31
MTR0794,Central,Industrial,2025-08-05,588,98.05,64,Active,4.83
MTR0795,North,Commercial,2025-06-02,275,81.66,103,Active,8.57
MTR0796,West,Industrial,2025-04-30,788,195.88,66,Active,5.24
MTR0797,West,Industrial,2025-04-09,598,148.36,106,Active,5.15
MTR0798,East,Residential,2025-09-01,161,38.93,51,Active,8.13
MTR0799,East,Commercial,2025-10-27,611,149.1,62,Active,7.42
MTR0800,South,Residential,2025-09-16,108,31.78,65,Faulty,5.33
MTR0801,South,Commercial,2025-08-31,357,102.07,15,Active,7.36
MTR0802,North,Commercial,2025-10-20,269,37.98,39,Faulty,6.62
MTR0803,East,Residential,2025-03-15,102,29.44,39,Faulty,6.01
MTR0804,East,Residential,2025-03-04,205,40.01,73,Active,7.67
MTR0805,Central,Commercial,2025-09-01,361,84.68,97,Active,7.64
MTR0806,Central,Residential,2025-11-16,279,45.17,50,Active,4.82
MTR0807,East,Industrial,2025-05-23,652,145.37,101,Active,6.66
MTR0808,North,Industrial,2025-10-14,1182,264.57,6,Faulty,8.15
MTR0809,East,Industrial,2025-01-10,1047,307.01,35,Active,6.22
MTR0810,West,Commercial,2025-02-13,591,133.57,62,Faulty,4.66
MTR0811,East,Residential,2025-08-01,114,18.96,14,Faulty,8.29
MTR0812,Central,Residential,2025-04-04,164,47.79,86,Active,8.8
MTR0813,Central,Residential,2025-01-14,86,15.27,52,Faulty,6.31
MTR0814,North,Residential,2025-04-14,151,31.52,96,Active,11.15
MTR0815,Central,Residential,2025-06-12,186,38.53,52,Active,10.9
MTR0816,North,Commercial,2025-10-11,606,155.95,83,Active,6.63
MTR0817,East,Commercial,2025-02-12,504,94.35,21,Active,8.26
MTR0818,East,Industrial,2025-08-20,992,235.65,21,Active,11.03
MTR0819,East,Commercial,2025-11-03,622,168.96,27,Active,8.07
MTR0820,North,Residential,2025-10-01,215,41.1,15,Active,9.58
MTR0821,Central,Commercial,2025-04-18,531,124.43,96,Active,6.41
MTR0822,Central,Commercial,2025-04-18,538,153.07,17,Active,4.51
MTR0823,East,Residential,2025-01-05,166,42.7,68,Active,10.64
MTR0824,North,Industrial,2025-01-16,651,192.02,48,Active,7.01
MTR0825,South,Industrial,2025-01-05,883,176.62,28,Active,9.81
MTR0826,Central,Residential,2025-02-16,245,39.73,63,Faulty,4.76
MTR0827,East,Industrial,2025-12-28,512,152.15,81,Active,10.59
MTR0828,West,Industrial,2025-09-10,700,92.24,16,Active,5.39
MTR0829,West,Residential,2025-09-25,132,39.41,88,Active,8.8
MTR0830,West,Commercial,2025-01-02,564,154.36,41,Active,11.47
MTR0831,Central,Residential,2025-12-15,238,50.72,5,Faulty,6.07
MTR0832,Central,Commercial,2025-09-30,441,68.37,10,Faulty,10.15
MTR0833,South,Industrial,2025-08-05,702,125.84,8,Active,5.18
MTR0834,East,Commercial,2025-01-13,582,95.73,60,Active,6.89
MTR0835,North,Commercial,2025-09-24,323,83.18,80,Active,5.37
MTR0836,North,Residential,2025-07-13,147,41.96,56,Active,8.78
MTR0837,East,Residential,2025-02-22,111,30.3,51,Active,9.76
MTR0838,South,Industrial,2025-12-04,993,202.13,54,Faulty,8.83
MTR0839,Central,Industrial,2025-12-12,1051,237.32,13,Active,8.67
MTR0840,North,Industrial,2025-04-10,1197,198.86,53,Active,8.85
MTR0841,South,Residential,2025-03-12,110,24.77,65,Faulty,9.78
MTR0842,Central,Industrial,2025-10-05,999,228.37,37,Active,4.56
MTR0843,West,Industrial,2025-12-14,787,210.49,71,Faulty,7.45
MTR0844,South,Residential,2025-11-24,135,32.43,88,Active,7.77
MTR0845,Central,Industrial,2025-10-17,839,150.31,13,Active,10.02
MTR0846,North,Commercial,2025-04-23,586,119.53,27,Active,9.64
MTR0847,Central,Industrial,2025-07-12,668,123.79,9,Active,8.38
MTR0848,South,Commercial,2025-08-14,599,76.61,3,Active,6.49
MTR0849,South,Commercial,2025-03-31,535,83.07,22,Active,10.87
MTR0850,North,Industrial,2025-03-12,636,183.49,39,Active,7.09
MTR0851,Central,Industrial,2025-03-29,932,131.72,112,Faulty,10.06
MTR0852,South,Industrial,2025-07-13,1147,339.35,31,Faulty,9.84
MTR0853,West,Residential,2025-10-02,166,21.51,101,Active,5.39
MTR0854,West,Industrial,2025-09-08,969,145.48,49,Active,9.02
MTR0855,West,Commercial,2025-09-13,508,126.11,67,Active,9.51
MTR0856,East,Commercial,2025-05-18,439,69.05,114,Active,10.54
MTR0857,East,Residential,2025-06-06,188,54.22,47,Active,5.09
MTR0858,North,Commercial,2025-08-16,415,84.55,79,Active,7.66
MTR0859,East,Commercial,2025-07-08,440,54.76,56,Active,9.02
MTR0860,Central,Residential,2025-05-31,198,51.77,118,Active,5.33
MTR0861,Central,Residential,2025-10-07,153,25.25,95,Active,9.28
MTR0862,Central,Residential,2025-12-28,247,30.02,38,Active,6.93
MTR0863,East,Commercial,2025-10-24,301,89.72,19,Faulty,6.09
MTR0864,South,Commercial,2025-04-30,589,147.28,59,Active,5.1
MTR0865,South,Commercial,2025-12-24,394,107.77,3,Active,8.54
MTR0866,South,Commercial,2025-01-05,610,97.96,54,Active,7.32
MTR0867,West,Commercial,2025-06-16,245,70.07,19,Faulty,11.46
MTR0868,West,Industrial,2025-11-05,928,145.47,50,Active,7.21
MTR0869,East,Residential,2025-06-18,243,33.24,13,Active,5.74
MTR0870,West,Commercial,2025-01-14,380,65.01,29,Active,8.17
MTR0871,East,Residential,2025-07-08,233,64.02,52,Active,11.43
MTR0872,South,Industrial,2025-08-03,904,129.62,26,Active,10.23
MTR0873,East,Residential,2025-11-06,232,48.82,87,Active,5.91
MTR0874,South,Commercial,2025-02-02,606,108.6,72,Faulty,7.72
MTR0875,West,Residential,2025-02-16,177,43.55,91,Active,7.24
MTR0876,South,Commercial,2025-05-08,604,114.3,84,Active,8.48
MTR0877,East,Industrial,2025-01-23,828,142.86,117,Active,9.59
MTR0878,South,Commercial,2025-07-30,301,77.05,64,Active,6.78
MTR0879,East,Residential,2025-05-10,172,21.47,81,Active,9.75
MTR0880,East,Commercial,2025-07-24,434,71.66,90,Faulty,6.79
MTR0881,East,Commercial,2025-08-25,303,75.28,56,Active,10.24
MTR0882,South,Residential,2025-01-10,252,35.87,94,Active,5.04
MTR0883,North,Industrial,2025-05-20,868,138.01,4,Faulty,8.23
MTR0884,East,Industrial,2025-01-25,1149,218.67,39,Active,8.69
MTR0885,North,Commercial,2025-04-14,446,60.86,53,Active,4.6
MTR0886,South,Industrial,2025-12-09,599,149.94,5,Active,5.25
MTR0887,Central,Commercial,2025-10-15,353,101.73,50,Faulty,5.35
MTR0888,South,Residential,2025-07-02,193,45.88,1,Active,7.71
MTR0889,North,Industrial,2025-05-23,862,113.89,27,Active,9.87
MTR0890,East,Residential,2025-12-31,229,67.01,76,Active,8.92
MTR0891,East,Industrial,2025-12-22,699,206.93,85,Active,6.85
MTR0892,West,Industrial,2025-08-18,1164,245.16,90,Faulty,6.13
MTR0893,West,Residential,2025-06-08,130,17.0,47,Active,5.91
MTR0894,East,Residential,2025-11-25,125,31.63,42,Active,6.72
MTR0895,North,Industrial,2025-08-01,533,145.21,42,Active,5.94
MTR0896,North,Industrial,2025-05-08,936,166.51,56,Active,4.95
MTR0897,East,Residential,2025-04-09,99,14.12,22,Active,10.32
MTR0898,South,Residential,2025-09-17,119,17.8,25,Active,5.74
MTR0899,South,Commercial,2025-05-27,484,81.76,100,Active,11.16
MTR0900,Central,Commercial,2025-07-13,525,110.75,94,Active,5.59
MTR0901,East,Residential,2025-07-15,237,34.96,93,Active,7.16
MTR0902,Central,Commercial,2025-05-26,578,76.84,17,Active,5.87
MTR0903,South,Residential,2025-01-07,239,68.5,120,Active,9.7
MTR0904,East,Commercial,2025-06-07,583,162.83,117,Active,11.02
MTR0905,South,Residential,2025-08-12,187,43.81,47,Active,9.06
MTR0906,East,Industrial,2025-05-07,561,131.03,86,Active,9.16
MTR0907,South,Commercial,2025-11-06,610,100.37,74,Faulty,10.39
MTR0908,North,Residential,2025-02-17,234,49.92,24,Faulty,5.66
MTR0909,East,Commercial,2025-12-21,534,120.41,93,Active,10.63
MTR0910,North,Residential,2025-11-22,240,61.15,119,Active,9.39
MTR0911,North,Residential,2025-09-09,113,24.24,83,Active,7.52
MTR0912,South,Commercial,2025-04-06,354,74.51,14,Active,10.2
MTR0913,South,Residential,2025-01-31,158,31.49,116,Active,10.58
MTR0914,South,Residential,2025-05-31,116,15.26,3,Active,7.85
MTR0915,North,Residential,2025-02-01,133,18.28,66,Active,7.13
MTR0916,West,Commercial,2025-09-06,456,82.34,87,Faulty,11.5
MTR0917,South,Commercial,2025-12-07,430,127.09,111,Active,5.2
MTR0918,East,Industrial,2025-07-25,1111,307.1,35,Faulty,9.76
MTR0919,South,Commercial,2025-08-20,632,122.84,24,Active,8.97
MTR0920,Central,Residential,2025-11-21,208,33.7,62,Active,8.79
MTR0921,North,Commercial,2025-08-08,616,106.5,24,Active,10.59
MTR0922,West,Industrial,2025-09-16,1000,174.24,86,Faulty,11.41
MTR0923,East,Residential,2025-08-17,158,25.81,27,Active,11.11
MTR0924,North,Residential,2025-08-11,116,29.92,28,Active,9.16
MTR0925,North,Industrial,2025-03-11,994,261.62,42,Faulty,11.02
MTR0926,West,Residential,2025-11-26,202,53.64,28,Active,6.54
MTR0927,North,Residential,2025-06-24,258,36.88,40,Faulty,8.54
MTR0928,North,Commercial,2025-02-01,553,163.89,40,Active,10.08
MTR0929,South,Industrial,2025-12-06,720,137.63,68,Faulty,6.71
MTR0930,Central,Residential,2025-09-13,212,31.01,85,Active,10.29
MTR0931,North,Industrial,2025-06-13,641,191.94,90,Active,8.92
MTR0932,South,Commercial,2025-05-30,279,75.06,26,Active,11.04
MTR0933,South,Industrial,2025-01-27,919,273.12,84,Faulty,5.61
MTR0934,North,Industrial,2025-07-20,1234,368.05,96,Active,5.0
MTR0935,Central,Commercial,2025-12-23,522,74.94,96,Active,10.56
MTR0936,North,Industrial,2025-06-05,664,132.49,61,Active,5.51
MTR0937,South,Industrial,2025-04-11,863,208.93,109,Active,11.15
MTR0938,East,Industrial,2025-03-28,904,137.71,6,Active,8.11
MTR0939,Central,Industrial,2025-08-11,924,116.53,30,Active,6.62
MTR0940,West,Residential,2025-12-01,167,43.42,110,Active,7.17
MTR0941,East,Commercial,2025-01-06,304,63.25,85,Faulty,6.07
MTR0942,West,Industrial,2025-10-21,599,113.28,82,Active,6.59
MTR0943,South,Residential,2025-06-16,127,33.82,2,Active,10.22
MTR0944,West,Commercial,2025-02-02,544,139.06,26,Faulty,10.78
MTR0945,South,Industrial,2025-12-22,1105,291.82,15,Active,8.53
MTR0946,South,Residential,2025-10-15,140,29.55,46,Faulty,5.7
MTR0947,North,Residential,2025-06-03,139,27.81,73,Active,6.69
MTR0948,Central,Industrial,2025-10-03,586,95.33,24,Active,10.49
MTR0949,South,Residential,2025-11-05,246,41.8,93,Active,5.02
MTR0950,Central,Commercial,2025-07-15,371,50.08,32,Active,11.08
MTR0951,South,Industrial,2025-04-15,779,193.66,72,Active,10.24
MTR0952,West,Residential,2025-08-03,147,18.33,77,Active,6.39
MTR0953,West,Residential,2025-12-17,242,56.93,46,Faulty,9.95
MTR0954,South,Residential,2025-05-21,90,16.93,13,Active,5.36
MTR0955,West,Industrial,2025-06-06,644,117.72,73,Faulty,8.36
MTR0956,West,Residential,2025-01-25,126,22.95,94,Active,10.02
MTR0957,West,Industrial,2025-07-26,643,78.26,65,Active,9.1
MTR0958,South,Commercial,2025-10-18,304,75.19,31,Active,7.43
MTR0959,East,Residential,2025-08-13,186,31.55,54,Active,9.53
MTR0960,South,Commercial,2025-11-22,426,115.93,81,Active,9.61
MTR0961,North,Residential,2025-10-22,144,41.37,103,Faulty,11.24
MTR0962,East,Industrial,2025-09-18,1054,256.46,86,Faulty,9.39
MTR0963,East,Residential,2025-11-12,176,44.87,31,Faulty,9.13
MTR0964,West,Industrial,2025-11-08,960,231.76,112,Active,10.83
MTR0965,South,Residential,2025-07-07,100,19.61,48,Active,11.29
MTR0966,Central,Industrial,2025-05-08,815,168.67,33,Active,9.67
MTR0967,West,Commercial,2025-04-22,563,162.35,114,Active,7.92
MTR0968,Central,Residential,2025-11-12,222,30.92,44,Faulty,5.8
MTR0969,Central,Residential,2025-02-21,180,38.74,115,Active,5.37
MTR0970,East,Residential,2025-03-21,288,55.06,38,Active,10.75
MTR0971,West,Commercial,2025-02-25,586,85.07,95,Active,7.01
MTR0972,South,Residential,2025-04-08,182,35.63,42,Faulty,5.62
MTR0973,South,Commercial,2025-12-07,352,77.1,102,Active,5.39
MTR0974,East,Industrial,2025-07-19,592,84.48,44,Active,9.87
MTR0975,South,Residential,2025-12-14,148,29.33,37,Active,5.08
MTR0976,East,Residential,2025-11-13,130,22.18,14,Faulty,11.46
MTR0977,South,Industrial,2025-08-08,649,149.27,24,Faulty,8.64
MTR0978,South,Residential,2025-03-03,128,38.18,118,Active,4.62
MTR0979,South,Residential,2025-01-27,196,48.22,29,Active,7.48
MTR0980,North,Industrial,2025-08-07,805,135.61,35,Faulty,9.48
MTR0981,South,Commercial,2025-01-25,256,61.15,41,Active,7.8
MTR0982,West,Residential,2025-08-09,153,27.57,14,Active,4.6
MTR0983,West,Residential,2025-06-19,219,50.12,30,Active,5.97
MTR0984,East,Residential,2025-02-24,108,13.76,116,Faulty,10.22
MTR0985,South,Industrial,2025-08-17,1082,188.56,60,Faulty,5.91
MTR0986,South,Residential,2025-03-07,141,39.55,97,Faulty,10.85
MTR0987,Central,Commercial,2025-08-18,298,61.66,67,Faulty,8.03
MTR0988,North,Residential,2025-11-03,135,39.43,7,Active,9.36
MTR0989,East,Commercial,2025-12-17,513,101.98,65,Active,9.96
MTR0990,East,Industrial,2025-05-20,503,112.14,75,Active,10.65
MTR0991,West,Commercial,2025-09-15,390,67.6,34,Active,5.7
MTR0992,North,Industrial,2025-05-02,1152,333.58,35,Faulty,6.39
MTR0993,North,Industrial,2025-05-08,598,141.58,80,Active,7.08
MTR0994,North,Industrial,2025-10-09,935,166.84,7,Active,4.57
MTR0995,Central,Residential,2025-05-24,173,41.23,111,Active,9.96
MTR0996,North,Industrial,2025-12-19,813,127.73,56,Active,6.38
MTR0997,West,Industrial,2025-07-22,772,143.87,115,Active,7.97
MTR0998,East,Residential,2025-04-01,131,30.99,2,Active,10.7
MTR0999,East,Industrial,2025-11-08,635,124.94,58,Faulty,11.29
MTR1000,North,Industrial,2025-09-27,1109,208.51,2,Active,4.59
